filename,station_name,n_years,completeness,longitude,latitude,country
baie_johan_beetz-2490-can-meds,baie_johan_beetz,1,0.1533,-62.81,50.28,CAN
baie_ste_anne-2002-can-meds,baie_ste_anne,1,0.0952,-64.95,47.05,CAN
baiedulazarettg_10minute-bai-fra-cmems,baiedulazarettg_10minute,5,3.9593,5.9025202,43.080502,FRA
bailey_creek_at_dock_landing_rd_at_chesapeake_va-204288905-usa-usgs,bailey_creek_at_dock_landing_rd_at_chesapeake_va,11,0.9139,-76.4087222,36.80575,USA
bailey_cut-8678322-usa-noaa,bailey_cut,2,0.5393,-81.5917,30.985,USA
baillie_is_south_spit-6443-can-meds,baillie_is_south_spit,4,0.1287,-128.35,70.52,CAN
bainbridge_point-9454755-usa-noaa,bainbridge_point,1,0.6842,-148.042,60.1967,USA
bajor-414a-idn-uhslc_rq,bajor,2,0.9527,117.417,-0.683,IDN
bakar-bak-hrv-uz,bakar,84,1.1079,14.533,45.3,HRV
bakea-9510063-deu-wsv,bakea,26,0.9826,8.31610705,53.98602701,DEU
bakez-9510066-deu-wsv,bakez,25,2.2227,8.31556883,54.01512816,DEU
balboa-302-pan-uhslc_fd,balboa,112,0.9898,-79.573,8.962,PAN
balboa-302a-pan-uhslc_rq,balboa_v2,112,0.9965,-79.573,8.965,PAN
balchik-bal-bgr-cmems,balchik,7,0.9417,28.165001,43.403999,BGR
balikpapan-411a-idn-uhslc_rq,balikpapan,2,0.5,116.8,-1.267,IDN
balisearouentg_05minute-bal-fra-cmems,balisearouentg_05minute,41,0.9804,0.11067,49.431831,FRA
ballast_creek_at_cuba_st_parris_island_sc-217664030-usa-usgs,ballast_creek_at_cuba_st_parris_island_sc,3,0.454,-80.67188889,32.3346111,USA
ballast_point-9410155-usa-noaa,ballast_point,1,0.7449,-117.233,32.6867,USA
ballen-bal-dnk-cmems,ballen,35,4.7456,10.6444,55.8167,DNK
ballumtg-bal-dnk-cmems,ballumtg,11,5.5052,8.6858997,55.130798,DNK
ballycotton-bal-irl-cmems,ballycotton,16,0.8343,-8.0007,51.827801,IRL
ballycotton_harbour-bal-irl-mi_c,ballycotton_harbour,16,9.0497,-8.0007,51.8278,IRL
ballyglass-bal-irl-cmems,ballyglass,18,0.7673,-9.8900003,54.252998,IRL
ballyglass_harbour-bal-irl-mi_c,ballyglass_harbour,18,8.9509,-9.8928,54.2536,IRL
baltimore-8574680-usa-noaa,baltimore,124,0.9959,-76.579444,39.266944,USA
baltra-003-ecu-uhslc_fd,baltra,40,1.0074,-90.285,-0.435,ECU
baltra-003b-ecu-uhslc_rq,baltra_v2,33,1.024,-90.285,-0.437,ECU
baltra_galapagos-003a-ecu-uhslc_rq,baltra_galapagos,10,0.9591,-90.285,-0.435,ECU
bamfield-541-can-uhslc_fd,bamfield,25,0.9439,-125.133,48.833,CAN
bamfield_bc-8545-can-meds,bamfield_bc,57,0.9531,-125.14,48.84,CAN
banc_du_cap_brule-3075-can-meds,banc_du_cap_brule,18,0.5796,-70.71,47.09,CAN
bandholm-ban-dnk-cmems,bandholm,12,5.4599,11.4833,54.833302,DNK
bangor-8414612-usa-noaa,bangor,3,0.8802,-68.7667,44.785,USA
bangor-9445133-usa-noaa,bangor_v2,3,0.7495,-122.727,47.7483,USA
bangor-ban-gbr-bodc,bangor_v3,25,4.7364,-5.669472,54.66475,GBR
bangor-ban-gbr-cmems,bangor_v4,32,0.8065,-5.6691999,54.665001,GBR
bar_c-6490-can-meds,bar_c,1,0.1421,-134.67,69.0,CAN
bar_harbor-8413320-usa-noaa,bar_harbor,77,0.9896,-68.204278,44.392194,USA
bar_point_ontario-12005-can-meds,bar_point_ontario,60,0.9611,-83.11,42.06,CAN
baranof-9451625-usa-noaa,baranof,1,0.7119,-134.825,57.0883,USA
barataria_bay_n_of_grand_isle_la-7380251-usa-usgs,barataria_bay_n_of_grand_isle_la,15,0.9281,-89.9506268,29.42272045,USA
barataria_bay_near_grand_terre_island_la-291929089562600-usa-usgs,barataria_bay_near_grand_terre_island_la,19,0.926,-89.9405,29.3247222,USA
barataria_pass_at_grand_isle_la-73802516-usa-usgs,barataria_pass_at_grand_isle_la,2,6.2943,-89.9468056,29.27283333,USA
barataria_waterway_at_champagne_bay_nr_grand_isle-73802514-usa-usgs,barataria_waterway_at_champagne_bay_nr_grand_isle,6,0.9789,-89.9885,29.3336111,USA
barataria_waterway_at_mud_lake_s_of_lafitte_la-73802511-usa-usgs,barataria_waterway_at_mud_lake_s_of_lafitte_la,6,0.8128,-90.0066056,29.4742722,USA
barataria_waterway_s_of_lafitte_la-292859090004000-usa-usgs,barataria_waterway_s_of_lafitte_la,9,1.3986,-90.0111111,29.48305556,USA
barbers_point_hi-547-usa-uhslc_fd,barbers_point_hi,17,0.9458,-158.12,21.322,USA
barbers_point_hi-547a-usa-uhslc_rq,barbers_point_hi_v2,10,0.9578,-158.12,21.32,USA
barbour_bay-5147-can-meds,barbour_bay,1,0.1014,-91.92,63.69,CAN
barbuda-9761115-usa-noaa,barbuda,5,0.7858,-61.820557,17.590834,USA
barcelona_ny-9063032-usa-noaa,barcelona_ny,21,0.9843,-79.59361,42.3428,USA
barcelonatg-bar-esp-cmems,barcelonatg,33,0.9633,2.1630001,41.341999,ESP
barhft-9650040-deu-wsv,barhft,26,0.9826,13.03221899,54.43453389,DEU
barhoefttg-bar-deu-cmems,barhoefttg,6,4.5471,13.0328,54.439701,DEU
bari-bar-ita-ispra,bari,43,3.5588,16.86603333,41.14020556,ITA
barlow_cove-9452318-usa-noaa,barlow_cove,1,0.4324,-134.878,58.3217,USA
barlow_point-9440483-usa-noaa,barlow_point,1,0.859,-123.0392,46.152,USA
barmouth-bar-gbr-bodc,barmouth,28,4.5028,-4.045028,52.719333,GBR
barmouth-bar-gbr-cmems,barmouth_v2,34,0.7883,-4.03333,52.716702,GBR
barnard_hbrbc-9115-can-meds,barnard_hbrbc,2,0.0945,-129.12,53.07,CAN
barnegat_b_tdl_chanl1_at_bayview_a_nr_ocean_gt_nj-1408753-usa-usgs,barnegat_b_tdl_chanl1_at_bayview_a_nr_ocean_gt_nj,4,0.6066,-74.1135833,39.924,USA
barnegat_b_tdl_chanl2_at_bayview_a_nr_ocean_gt_nj-1408754-usa-usgs,barnegat_b_tdl_chanl2_at_bayview_a_nr_ocean_gt_nj,2,0.4614,-74.11327778,39.92313889,USA
barnegat_bay_at_barnegat_light_nj-1409125-usa-usgs,barnegat_bay_at_barnegat_light_nj,26,0.9432,-74.1105556,39.7608333,USA
barnegat_bay_at_mantoloking_nj-1408168-usa-usgs,barnegat_bay_at_mantoloking_nj,24,1.0446,-74.0544444,40.04055556,USA
barnegat_bay_at_route_37_at_seaside_heights_nj-1408748-usa-usgs,barnegat_bay_at_route_37_at_seaside_heights_nj,11,0.8997,-74.08388889,39.94138889,USA
barnegat_bay_at_seaside_heights_nj-1408750-usa-usgs,barnegat_bay_at_seaside_heights_nj,6,0.847,-74.0822222,39.9383333,USA
barnegat_bay_at_waretown_nj-1409110-usa-usgs,barnegat_bay_at_waretown_nj,9,0.8549,-74.1819444,39.7911111,USA
barnegat_bay_near_waretown_nj-1409124-usa-usgs,barnegat_bay_near_waretown_nj,8,0.8033,-74.1883333,39.77,USA
barnegat_inlet_at_barnegat_light_nj-1409147-usa-usgs,barnegat_inlet_at_barnegat_light_nj,6,0.7324,-74.1041667,39.7636111,USA
barnegat_inlet_inside-8533615-usa-noaa,barnegat_inlet_inside,14,0.9529,-74.1117,39.7617,USA
barnegat_pier-8533141-usa-noaa,barnegat_pier,2,0.9081,-74.11,39.9183,USA
barren_island-8571579-usa-noaa,barren_island,2,0.4973,-76.265,38.3417,USA
barron_river_at_everglades_city_fl-2290928-usa-usgs,barron_river_at_everglades_city_fl,19,0.926,-81.3825,25.8697222,USA
barrow_offshore-9494935-usa-noaa,barrow_offshore,2,0.815,-156.729861,71.3601,USA
barseback-2099-swe-smhi,barseback,35,0.9526,12.9033,55.7564,SWE
barseback-bar-swe-cmems,barseback_v2,35,0.9526,12.9033,55.756401,SWE
barter_island-9499176-usa-noaa,barter_island,1,0.8217,-143.611028,70.1286,USA
barth-9650030-deu-wsv,barth,26,0.9826,12.72321171,54.37121943,DEU
base_prat-730-chl-uhslc_fd,base_prat,13,1.1528,-59.667,-62.483,CHL
base_prat-730a-chl-uhslc_rq,base_prat_v2,19,0.9911,-59.633,-62.483,CHL
base_prat-730b-chl-uhslc_rq,base_prat_v3,10,0.9884,-59.665,-62.478,CHL
bassens-6119-fra-refmar,bassens,10,0.9609,-0.537278,44.904193,FRA
bassenstg_60minute-bas-fra-cmems,bassenstg_60minute,10,0.9609,-0.53728002,44.90419,FRA
batemans_bay_princess_jetty-216410-aus-bom,batemans_bay_princess_jetty,38,3.2395,150.1779,-35.7049,AUS
bath-8417227-usa-noaa,bath,1,0.6548,-69.815,43.925,USA
bath-bath-nld-rws,bath_v2,2,1.6844,4.20995699,51.39955513,NLD
bath-bath-nld-rws_hist,bath_v3,49,4.2089,4.209993,51.399148,NLD
batiscan-3345-can-meds,batiscan,109,0.7869,-72.25,46.5,CAN
bay_bulls-900-can-meds,bay_bulls,1,0.4348,-52.81,47.31,CAN
bay_of_woe-66580-can-meds,bay_of_woe,1,0.1267,-89.07,76.42,CAN
bay_park-8516661-usa-noaa,bay_park,1,0.6045,-73.67,40.63,USA
bay_spring-8453033-usa-noaa,bay_spring,1,0.759,-71.3517,41.7517,USA
bay_waveland_yacht_club-8747437-usa-noaa,bay_waveland_yacht_club,41,0.954,-89.325,30.325,USA
bayonne_boucau-94-fra-refmar,bayonne_boucau,53,0.8745,-1.51483,43.52732,FRA
bayonneboucautg_60minute-bay-fra-cmems,bayonneboucautg_60minute,53,0.8732,-1.5154001,43.527302,FRA
bayonnepontblanctg_05minute-bay-fra-cmems,bayonnepontblanctg_05minute,17,0.9562,-1.47315,43.481831,FRA
bayou_boeuf_at_railroad_bridge_at_amelia_la-73814675-usa-usgs,bayou_boeuf_at_railroad_bridge_at_amelia_la,18,0.924,-91.0997222,29.66833333,USA
bayou_dupont_nr_round_lake_s_of_myrtle_grove_la-7380255-usa-usgs,bayou_dupont_nr_round_lake_s_of_myrtle_grove_la,6,0.8637,-89.9864083,29.57673333,USA
bayou_dupre_sector_gate_near_violet_la-73745235-usa-usgs,bayou_dupre_sector_gate_near_violet_la,9,0.9058,-89.8365833,29.93519444,USA
bayou_grand_caillou_at_dulac_la-7381324-usa-usgs,bayou_grand_caillou_at_dulac_la,1,17.0672,-90.7153674,29.38299869,USA
bayou_la_batre_bridge-8739803-usa-noaa,bayou_la_batre_bridge,15,0.9664,-88.247806,30.40625,USA
bayou_lafourche_at_donaldsonville_la-7380400-usa-usgs,bayou_lafourche_at_donaldsonville_la,8,0.8418,-90.9934722,30.10088889,USA
bayou_lafourche_sw_of_donaldsonville_la-7380401-usa-usgs,bayou_lafourche_sw_of_donaldsonville_la,2,8.797,-91.0059332,30.09658793,USA
bayou_liberty_near_slidellla-7374581-usa-usgs,bayou_liberty_near_slidellla,19,0.9236,-89.83062149,30.30130578,USA
bayou_penchant_s_of_morgan_city_la-73816503-usa-usgs,bayou_penchant_s_of_morgan_city_la,16,0.9497,-91.1552778,29.58555556,USA
bayou_perot_at_point_legard_near_cutoff_la-7380330-usa-usgs,bayou_perot_at_point_legard_near_cutoff_la,17,0.9083,-90.1655556,29.56577778,USA
bayou_poito-8743639-usa-noaa,bayou_poito,1,0.3334,-88.845,30.4383,USA
bayou_talla-8743301-usa-noaa,bayou_talla,1,0.3334,-88.8,30.43,USA
bayou_teche_at_adeline_bridge_near_jeanerette_la-7385765-usa-usgs,bayou_teche_at_adeline_bridge_near_jeanerette_la,1,17.0672,-91.5862248,29.87937163,USA
bayou_teche_w_of_calumet_flood_gate_at_calumet_la-7385820-usa-usgs,bayou_teche_w_of_calumet_flood_gate_at_calumet_la,18,0.9173,-91.3728854,29.70409736,USA
bayou_terrebonne_at_ctrl_str_near_lapeyrouse_la-73813375-usa-usgs,bayou_terrebonne_at_ctrl_str_near_lapeyrouse_la,11,0.904,-90.5877778,29.38888889,USA
bayport-8727151-usa-noaa,bayport,2,0.6098,-82.65,28.5333,USA
bayside-8537363-usa-noaa,bayside,1,0.9251,-75.4067,39.3817,USA
bayside-8774652-usa-noaa,bayside_v2,2,0.6119,-97.915,28.068306,USA
bayville_bridge-8516299-usa-noaa,bayville_bridge,1,0.6922,-73.55,40.9033,USA
beach_channel-8517137-usa-noaa,beach_channel,1,0.726,-73.82,40.5883,USA
beach_thorofare_at_margate_nj-1411330-usa-usgs,beach_thorofare_at_margate_nj,19,0.9261,-74.5130556,39.3375,USA
beacon-8518934-usa-noaa,beacon,1,0.6177,-73.9833,41.5,USA
beacon_rock_state_park-9440079-usa-noaa,beacon_rock_state_park,1,0.8493,-122.0203,45.6203,USA
bear_cove-9455128-usa-noaa,bear_cove,1,0.876,-149.615,59.8017,USA
bear_cove-9455595-usa-noaa,bear_cove_v2,2,0.6886,-151.023,59.725,USA
bear_creek_at_hickory_bend_near_rincon_ga-2198759-usa-usgs,bear_creek_at_hickory_bend_near_rincon_ga,5,0.7907,-81.1472056,32.34543056,USA
bear_island-4648-can-meds,bear_island,1,0.0777,-78.35,55.1,CAN
beauchemin_chanel_bc-9082-can-meds,beauchemin_chanel_bc,1,0.3094,-129.3,52.78,CAN
beaufort-8656483-usa-noaa,beaufort,54,0.965,-76.67,34.72,USA
beaufort-8656518-usa-noaa,beaufort_v2,1,0.6981,-76.645,34.7117,USA
beaufort-8667999-usa-noaa,beaufort_v3,2,0.6159,-80.675,32.43,USA
beaufort_frontstreet-bea-usa-ncdem,beaufort_frontstreet,1,0.3207,-76.664013,34.715943,USA
beaufort_river_at_beaufort_sc-2176603-usa-usgs,beaufort_river_at_beaufort_sc,10,1.7591,-80.6692526,32.42739226,USA
beauharnois_amont-15260-can-meds,beauharnois_amont,37,0.9245,-73.93,45.3,CAN
beauharnois_aval-15262-can-meds,beauharnois_aval,37,0.9322,-73.92,45.32,CAN
beaver_bay_mn-9099075-usa-noaa,beaver_bay_mn,1,0.7523,-91.27583,47.2706,USA
beaver_dam_creek-8532715-usa-noaa,beaver_dam_creek,2,0.831,-74.0617,40.0617,USA
beaver_dam_creek_inside-8532716-usa-noaa,beaver_dam_creek_inside,1,0.5813,-74.0733,40.0617,USA
beaver_island_state_park_niagara_river_ny-9063015-usa-noaa,beaver_island_state_park_niagara_river_ny,1,0.8146,-78.954111,42.958111,USA
beaverdam_creek-8571702-usa-noaa,beaverdam_creek,4,0.7863,-76.23667,38.42833,USA
beaverdam_creek_near_cheverly_md-1651730-usa-usgs,beaverdam_creek_near_cheverly_md,10,0.8586,-76.9343056,38.91630556,USA
becancour-3353-can-meds,becancour,35,0.9077,-72.38,46.4,CAN
becher_bay_bc-7030-can-meds,becher_bay_bc,1,0.1543,-123.6,48.33,CAN
bedford_institute-491-can-meds,bedford_institute,29,0.8563,-63.62,44.68,CAN
bedwell_hbr_bc-7350-can-meds,bedwell_hbr_bc,3,0.2802,-123.23,48.75,CAN
beecher_pass-9451287-usa-noaa,beecher_pass,1,0.684,-132.987,56.595,USA
bees_creek_at_sc462_near_ridgeland_sc-21765184-usa-usgs,bees_creek_at_sc462_near_ridgeland_sc,2,0.469,-80.9123056,32.54338889,USA
beggars_bridge_creek_near_dawley_corners_va-204300267-usa-usgs,beggars_bridge_creek_near_dawley_corners_va,9,0.9449,-75.984,36.67980556,USA
beihai-636a-chn-uhslc_rq,beihai,23,1.0007,109.083,21.483,CHN
belanger_island-4604-can-meds,belanger_island,1,0.1559,-76.71,56.13,CAN
belcher_channel-66790-can-meds,belcher_channel,1,0.1008,-96.9,76.75,CAN
beldon_landing-bdl-usa-cdwr,beldon_landing,37,0.9933,-121.9708,38.1869,USA
belem_uscgs-229a-bra-uhslc_rq,belem_uscgs,14,1.0008,-48.5,-1.45,BRA
belize-781a-blz-uhslc_rq,belize,4,0.9388,-88.183,17.5,BLZ
bell_island-915-can-meds,bell_island,2,0.0776,-52.92,47.63,CAN
bella_bella_bc-8976-can-meds,bella_bella_bc,66,0.9477,-128.14,52.16,CAN
bella_coola_bc-8937-can-meds,bella_coola_bc,6,0.6895,-126.8,52.37,CAN
belle_cote_breakwater-1547-can-meds,belle_cote_breakwater,3,0.1726,-61.08,46.43,CAN
belle_river_ontario-11965-can-meds,belle_river_ontario,65,0.964,-82.71,42.3,CAN
belledune-2145-can-meds,belledune,28,0.8662,-65.85,47.9,CAN
belleville-8530591-usa-noaa,belleville,1,0.8538,-74.1467,40.7867,USA
bellot_strait_east_end-65917-can-meds,bellot_strait_east_end,1,0.1095,-94.33,72.0,CAN
bellot_strait_west_end-66102-can-meds,bellot_strait_west_end,1,0.1094,-95.13,71.97,CAN
bells_mill_creek-8639519-usa-noaa,bells_mill_creek,1,0.4959,-76.2683,36.71,USA
bells_mill_crk_at_bells_mill_rd_at_chesapeake_va-204288539-usa-usgs,bells_mill_crk_at_bells_mill_rd_at_chesapeake_va,11,0.9138,-76.2682222,36.71169444,USA
belum-5980060-deu-wsv,belum,26,0.9826,9.03821185,53.82434965,DEU
bennett_aos_dock-8661989-usa-noaa,bennett_aos_dock,3,0.5976,-79.1267,33.435,USA
benoa-163-idn-uhslc_fd,benoa,20,0.9723,115.21,-8.745,IDN
benoa-163a-idn-uhslc_rq,benoa_v2,17,0.9812,115.21,-8.745,IDN
benoa-163b-idn-uhslc_rq,benoa_v3,13,0.9957,115.212,-8.747,IDN
benodetvigicruestg_06minute-ben-fra-cmems,benodetvigicruestg_06minute,19,0.9551,-4.1159801,47.88092,FRA
beppu-9031-jpn-jodc_pahb,beppu,13,1.0006,131.50361667,33.29861667,JPN
bere_bay-66588-can-meds,bere_bay,1,0.1253,-94.17,76.95,CAN
bergen-bgo-nor-nhs,bergen,108,0.9233,5.320487,60.398046,NOR
bergen_op_zoom_noord-bergoznd-nld-rws_hist,bergen_op_zoom_noord,22,0.9284,4.249998,51.506519,NLD
bergen_point_west_reach-8519483-usa-noaa,bergen_point_west_reach,44,0.9724,-74.146306,40.6391,USA
bergentg-ber-nor-cmems,bergentg,108,2.6205,5.320487,60.398045,NOR
bergh_cove_bc-8754-can-meds,bergh_cove_bc,1,0.0822,-127.62,50.54,CAN
bergse_diepsluis_west-bergsdswt-nld-rws,bergse_diepsluis_west,9,3.078,4.16574313,51.51133468,NLD
bergse_diepsluis_west-bergsdswt-nld-rws_hist,bergse_diepsluis_west_v2,30,5.8012,4.165743,51.511332,NLD
bergsediepsluis-bdsl-nld-rws,bergsediepsluis,2,1.6845,4.16155999,51.51394013,NLD
berkeley-9414816-usa-noaa,berkeley,1,0.6666,-122.307,37.865,USA
bermagui-219470-aus-bom,bermagui,36,3.8821,150.0715333,-36.42633887,AUS
bermuda-259-gbr-uhslc_fd,bermuda,36,1.1256,-64.703,32.373,GBR
bermuda-259a-gbr-uhslc_rq,bermuda_v2,18,0.9589,-64.703,32.373,GBR
bermuda-259b-gbr-uhslc_rq,bermuda_v3,33,1.0581,-64.703,32.373,GBR
bermuda-2695540-usa-noaa,bermuda_v4,33,0.9603,-64.703306,32.373306,USA
bermuda_biological_station-2695535-usa-noaa,bermuda_biological_station,33,0.9212,-64.695,32.369999,USA
berthier_sur_mer-3200-can-meds,berthier_sur_mer,1,0.1945,-70.74,46.94,CAN
berwick-8764044-usa-noaa,berwick,23,0.9769,-91.237611,29.6675,USA
bethany_beach_canal_at_bethany_beach_de-1484689-usa-usgs,bethany_beach_canal_at_bethany_beach_de,3,0.5354,-75.0598333,38.5412222,USA
bethel-9466477-usa-noaa,bethel,1,0.7804,-161.75,60.8,USA
betterton-8573704-usa-noaa,betterton,2,0.7765,-76.0633,39.3717,USA
beverly-8442417-usa-noaa,beverly,1,0.7693,-70.8867,42.54,USA
bhvalterleuchtturm-4990010-deu-wsv,bhvalterleuchtturm,26,0.9827,8.56917898,53.54651064,DEU
bic-2995-can-meds,bic,2,0.1781,-68.73,48.38,CAN
biddeford-8418828-usa-noaa,biddeford,1,0.8131,-70.4467,43.4917,USA
bidwell_creek_entrance-8536581-usa-noaa,bidwell_creek_entrance,2,0.5647,-74.8917,39.1283,USA
big_bay_stuart_island-8060-can-meds,big_bay_stuart_island,2,0.505,-125.14,50.39,CAN
big_lagoon-8729909-usa-noaa,big_lagoon,3,0.6049,-87.3567,30.3267,USA
big_salt_lake-9450623-usa-noaa,big_salt_lake,1,0.457,-132.95,55.6,USA
bilbaotg-bil-esp-cmems,bilbaotg,34,0.9613,-3.05,43.356998,ESP
bill_of_portland_island-4642-can-meds,bill_of_portland_island,3,0.1543,-77.75,55.33,CAN
billingsport-8538552-usa-noaa,billingsport,2,0.3004,-75.25,39.85,USA
biloxi-8744117-usa-noaa,biloxi,2,0.8305,-88.9033,30.4117,USA
biloxi_bay_at_point_cadet_harbor_at_biloxi_ms-302318088512600-usa-usgs,biloxi_bay_at_point_cadet_harbor_at_biloxi_ms,19,0.926,-88.8572222,30.38833333,USA
biloxi_cadet_point-8743735-usa-noaa,biloxi_cadet_point,10,0.9251,-88.8567,30.39,USA
biloxi_river-8744934-usa-noaa,biloxi_river,1,0.8353,-89.0083,30.435,USA
biloxi_river_nr_lyman_ms-2481130-usa-usgs,biloxi_river_nr_lyman_ms,10,0.8418,-89.0358333,30.48833333,USA
bings_landing-8720757-usa-noaa,bings_landing,7,0.9166,-81.205,29.615,USA
binney_dock-8722213-usa-noaa,binney_dock,1,0.4136,-80.3,27.4683,USA
bintulu-387a-mys-uhslc_rq,bintulu,27,0.9885,113.067,3.217,MYS
biorka_village-9462645-usa-noaa,biorka_village,1,0.6089,-166.21625,53.828917,USA
bird_island-9459251-usa-noaa,bird_island,1,0.6279,-159.7596,54.8352,USA
birnie_island_bc-9391-can-meds,birnie_island_bc,2,0.0959,-130.46,54.59,CAN
biscaynebay_s123_t-s123-usa-sfwmd,biscaynebay_s123_t,46,0.9684,-80.3075,25.61055556,USA
biscaynebay_s20f_t-s20f-usa-sfwmd,biscaynebay_s20f_t,40,0.9772,-80.34611111,25.47,USA
biscaynebay_s20g_t-s20g-usa-sfwmd,biscaynebay_s20g_t,41,0.9651,-80.34638889,25.48944444,USA
biscaynebay_s21_t-s21_t-usa-sfwmd,biscaynebay_s21_t,41,0.9869,-80.33055556,25.54277778,USA
biscaynebay_s21a_t-s21a-usa-sfwmd,biscaynebay_s21a_t,51,0.9896,-80.34583333,25.51916667,USA
biscaynebay_s22_t-s22_t-usa-sfwmd,biscaynebay_s22_t,42,0.9654,-80.28361111,25.66944444,USA
bishops_head-8571421-usa-noaa,bishops_head,21,0.9766,-76.0387,38.22039,USA
bitung-033-idn-uhslc_fd,bitung,18,0.9354,125.19,1.438,IDN
bitung-033a-idn-uhslc_rq,bitung_v2,23,1.3944,125.19,1.438,IDN
bivalve-8535055-usa-noaa,bivalve,7,0.927,-75.032799,39.232498,USA
bjorn-2067-swe-smhi,bjorn,88,0.963,17.9667,60.6333,SWE
bjorn-bjo-swe-cmems,bjorn_v2,88,0.963,17.9667,60.633301,SWE
black_bay_nr_snake_island_nr_pointe_a_la_hache_la-7374526-usa-usgs,black_bay_nr_snake_island_nr_pointe_a_la_hache_la,2,8.797,-89.5636694,29.63354395,USA
black_bay_nr_stone_island_nr_pointe_a_la_hache_la-73745275-usa-usgs,black_bay_nr_stone_island_nr_pointe_a_la_hache_la,12,0.9128,-89.5122222,29.56930556,USA
black_creek-8720434-usa-noaa,black_creek,2,0.8408,-81.7617,30.08,USA
black_river_at_sc51_near_rhems_sc-2136070-usa-usgs,black_river_at_sc51_near_rhems_sc,3,0.6059,-79.4015,33.54719444,USA
black_river_mi-9075057-usa-noaa,black_river_mi,1,0.7796,-83.306,44.81583,USA
black_river_nc-bla-usa-ncdem,black_river_nc,7,0.8465,-78.144123,34.4313,USA
black_river_near_andrews_sc-2136030-usa-usgs,black_river_near_andrews_sc,9,0.8823,-79.54561819,33.49044467,USA
black_river_near_dunbar_sc-2136270-usa-usgs,black_river_near_dunbar_sc,4,0.6893,-79.3603333,33.5485833,USA
black_river_near_plantersville_sc-2136300-usa-usgs,black_river_near_plantersville_sc,3,0.646,-79.2720833,33.48025,USA
black_rock-9465182-usa-noaa,black_rock,2,0.643,-160.188,58.7083,USA
black_rock_canal_ny-9063017-usa-noaa,black_rock_canal_ny,6,0.9736,-78.9075,42.9339,USA
black_rock_harbor-8467373-usa-noaa,black_rock_harbor,1,0.8066,-73.2133,41.1567,USA
black_rock_point-623-can-meds,black_rock_point,1,0.0959,-60.4,46.3,CAN
blackburn_canal_near_venice_fl-2299692-usa-usgs,blackburn_canal_near_venice_fl,7,0.8657,-82.36009439,27.1117214,USA
blacklock_ne1-bll-usa-cdwr,blacklock_ne1,16,1.2368,-121.9069,38.1801,USA
blacks_harbour-42-can-meds,blacks_harbour,1,0.1272,-66.8,45.05,CAN
blackslough_landing-9415021-usa-noaa,blackslough_landing,1,0.2466,-121.41904,37.994694,USA
blackstone_bay-9454907-usa-noaa,blackstone_bay,1,0.78,-148.523,60.765,USA
blackwater_river-8729753-usa-noaa,blackwater_river,3,0.7798,-87.0283,30.6367,USA
blackwater_river_milton-11992-usa-nwfwmd,blackwater_river_milton,12,0.8529,-87.03472222,30.6225,USA
blackwater_river_near_goodland_fl-255654081350200-usa-usgs,blackwater_river_near_goodland_fl,6,0.8808,-81.5844222,25.9523611,USA
bladensburg-8579997-usa-noaa,bladensburg,2,0.7667,-76.9383,38.9333,USA
blaine-9449679-usa-noaa,blaine,1,0.4487,-122.765,48.9917,USA
blankenbergetg-bla-bel-cmems,blankenbergetg,5,8.2009,3.11638,51.310501,BEL
blind_channel_bc-8155-can-meds,blind_channel_bc,1,0.0796,-125.5,50.41,CAN
block_island-8459338-usa-noaa,block_island,3,0.7145,-71.5567,41.1733,USA
block_island-8459681-usa-noaa,block_island_v2,3,0.9452,-71.61,41.1633,USA
block_islands_bc-9165-can-meds,block_islands_bc,1,0.2049,-129.74,53.16,CAN
blubber_bay_bc-7875-can-meds,blubber_bay_bc,1,0.0959,-124.62,49.8,CAN
blue_angels_park-8729941-usa-noaa,blue_angels_park,4,0.8012,-87.428806,30.38694,USA
blue_fjord-9454818-usa-noaa,blue_fjord,1,0.8301,-148.242,60.4917,USA
bluff-072-nzl-uhslc_fd,bluff,34,1.1992,168.333,-46.6,NZL
bluff-072a-nzl-uhslc_rq,bluff_v2,28,1.2597,168.35,-46.6,NZL
boat_cove-rbct-nzl-ttw,boat_cove,14,0.9716,177.9,-29.28333333,NZL
boat_harbour_bc-7480-can-meds,boat_harbour_bc,1,0.137,-123.8,49.09,CAN
bob_hall_pier-8775870-usa-noaa,bob_hall_pier,40,0.9702,-97.216389,27.580833,USA
boca_chica_marina-8724493-usa-noaa,boca_chica_marina,1,0.4758,-81.7083,24.575,USA
boca_raton-8722816-usa-noaa,boca_raton,3,0.7656,-80.0767,26.3433,USA
bodo-boo-nor-nhs,bodo,76,0.8713,14.39977,67.29233,NOR
bodoetg-bod-nor-cmems,bodoetg,76,3.1904,14.39977,67.292328,NOR
bodrum-bod-tur-cmems,bodrum,3,0.6795,27.42477,37.031055,TUR
bogense-bog-dnk-cmems,bogense,12,5.3313,10.0833,55.5667,DNK
bogue_sound_nc-bog-usa-ncdem,bogue_sound_nc,7,0.8792,-77.06348,34.6682,USA
bokeelia-8725541-usa-noaa,bokeelia,1,0.7018,-82.1633,26.7067,USA
bolinas-9414958-usa-noaa,bolinas,10,0.9837,-122.678612,37.90778,USA
bolvanheisttg-bol-bel-cmems,bolvanheisttg,4,8.0054,3.1986001,51.389702,BEL
bon_air_bridge-bon-usa-cm,bon_air_bridge,1,0.9233,-122.5383,37.9448,USA
